2                                                 ;2                                                 ;DRAW - EveryoneDied
2         0                                       ;2                                               2 ;DRAW - EveryoneDied
2                                                 ;2                                                 ;DRAW - EveryoneDied
2                                                 ;2                                                 ;DRAW - EveryoneDied
2                                                 ;28                                      5         ;DRAW - timeout
2     9                                     0     ;2                                                 ;2                                                 
2                                                 ;2                                                 ;DRAW - EveryoneDied
2                                                 ;2                                                 ;2                                                 
2                        5                        ;2                         3          7            ;DRAW - timeout
2   0                                             ;2   4                                             ;DRAW - EveryoneDied
2                                                 ;2                                                 ;2                                                 
                                                  ;2                                                 ;DRAW - EveryoneDied
2                                                 ;2                                                 ;DRAW - EveryoneDied
2   8    2                                        ;2                                                 ;DRAW - timeout
2                              9                  ;2                                                 ;DRAW - timeout
2  3                                              ;2                                                 ;2  3                                              
2                                                 ;2            7                               0    ;2                                                 
