2   3   9    89 9  3 4                 2   9 1    ; 22  35    0        7    8              77     6  ; 22  35    0        7    8              77     6  
 22  35    0            8               77     6  ; 22  33  3  0      8                     77    6  ; 22  35    0            8               77     6  
 22  33    0                          77    6     ; 2  3    0  5       6    5          8   707    6  ; 2  3    0  5       6    5          8   707    6  
 25  3    0  5       6              8   707   6   ;  2  3    0 3   1           9  1 1    29    5  7 4; 25  3    0  5       6              8   707   6   
  2  3 0   0 3   1  1         9  1     2    5   7 ;  2  3    0 3   1         9  1     2    5   4     ;  2  3 0   0 3   1  1         9  1     2    5   7 
  2  3    0 3   1         9  1     2    5   7 4   ;  2  3   0             9           5   7    4 66  ;  2  3    0 3   1         9  1     2    5   7 4   
  2  3   0             9           5   7    4 66  ;2    3  8        746           1  5      0        ;  2  3   0             9           5   7    4 66  
2    3  8        746            1  5      0       ;2   3  8      4   1         1  5   1      4  9    ;2   3  8      4   1         1  5   1      4  9    
2    3  8      4   1          1  5         4  9   ;2    3                2  1  4   17    1  0   8  4 ;2    3                2  1  4   17    1  0   8  4 
2    3                   1  4   7    1  0   8  4  ;2    3                 2 1       8     8    88  4 ;2    3                   1  4   7    1  0   8  4  
2    3                  2 1   2    8     8    8  4;2  3  93       4    7       6 2   9  12   3       ;2    3                  2 1   2    8     8    8  4
2   3   93       4   7       6 2   9  12 3  3     ;2 6  33   9    81   3 4                20   9  122;2   3   93       4   7       6 2   9  12 3  3     
2   33   9    81   3 4                20   9  122 ;2   33   9    81   3 4              3  20  03 9  1;2   33   9    81   3 4                20   9  122 
2   33   9    81   3 4              3  20   9  122;2   3   9 6   89 9  3 4                2   9  1   ;2   33   9    81   3 4              3  20   9  122
2   3   9    89 9   3 4                2   96  1  ; 22  35    0       7    8              77     6   ; 22  35    0       7    8              77     6   
 22  35    0        7    8              77    5 6 ; 22  35    0            8               77    6   ; 22  35    0            8               77    6   
 22  35    0             8               77     6 ; 2  3    0  5       16    5           8 7  707    ; 22  35    0             8               77     6 
 2  3    0  5       6    5         8   707    6   ; 25  3    0  5       6              8   7707   6  ; 2  3    0  5       6    5         8   707    6   
 25  3    0  5       6              8    707   6  ;  2  3 0   0 33   1  1         9  1     2    5   7; 25  3    0  5       6              8    707   6  
  2  3 00   0 3   1  1         9  1     2    5   7;  2  3    0 3   1        9  1     2    5   7 4    ;  2  3    0 3   1        9  1     2    5   7 4    
  2  3  1  0 3   1         9  1 0    2    5   7 4 ;  2  3   0    3  5       9           5   7    4 66;  2  3   0    3  5       9           5   7    4 66
  2  03   0             9           5   7    4 66 ;2   3  8      4   1         1  5   1      4  9    ;2   3  8      4   1         1  5   1      4  9    
2   3  8       4   1         1  5   1      4  9   ;2    3   8            2  1  4   17    1  0   8  4 ;2   3  8       4   1         1  5   1      4  9   
2    3                2  1  4   17    1  80   8  4;2    3                   11  44   7    1  0  2 8  ;2    3                   11  44   7    1  0  2 8  
2    3                     4   7    1  0   8  4   ;2    3                 2 1   2    8     8    88  4;2    3                 2 1   2    8     8    88  4
2    3                   2 1   32    8     8    8 ;2  3   93       4   7       6 2   9  152 3  3     ;2    3                   2 1   32    8     8    8 
2   3   93       4   7      6 2   9  12 3  3      ;2   33   9    81    3 4                20   9  122;2   33   9    81    3 4                20   9  122
2   33   9    81   3 4                20   9  122 ;2   33   9    81   3 4              3  20   9  122;2   33   9    81   3 4              3  20   9  122
2   33   9    81   3 4          4    3  20   9  12; 22  35    0       7    8             77     6    ;2   33   9    81   3 4          4    3  20   9  12
 22  35    0       7    8              77     6   ; 22  35    0          8  8                77    6 ; 22  35    0          8  8                77    6 
 22  35    0            8               77  1  6  ; 22  35    0             8 6     0         77     ; 22  35    0             8 6     0         77     
 242  35     0     8        8               77    ; 2  3    0  5       6    5         8   7 07   4 6 ; 2  3    0  5       6    5         8   7 07   4 6 
 2  3     0  5   0    6    5         8   707    6 ; 25  3    0  5     2   6              8   707   6 ; 25  3    0  5     2   6              8   707   6 
 25  3    0 5       6              8     707   6  ;  2  3    0 3   1        9  1     62    5   7 4   ; 25  3    0 5       6              8     707   6  
  2  3    0 3   1        9  1     2    5   7 4    ;  2  3   0    3  5       9           5   7     4 6;  2  3    0 3   1        9  1     2    5   7 4    
   2  3   0    3  5       9          5 5   7     4;2   3  8      4   1         1  5   1 6     4  9   ;2   3  8      4   1         1  5   1 6     4  9   
2   3  88      4   1         1  5   1        9    ;2   3  8       4   1         1  5   1      4  9   ;2   3  8       4   1         1  5   1      4  9   
2   3  8       4   1         1  5   1       4  9  ;2    3                   11  44   7    1  0  2 8  ;2   3  8       4   1         1  5   1       4  9  
2    3                   11  44   7    1  0  2 48 ;2    3                 2 1    2    8     8    88  ;2    3                   11  44   7    1  0  2 48 
2    3                 2 1   2    8  5   8    88  ;2   7 3                  2 1   32    8     8    8 ;2    3                 2 1   2    8  5   8    88  
2    3                    2 1   32    8     8    8;2   33    9    81    3 4                20   9  12;2   33    9    81    3 4                20   9  12
2   33   9    81   9 3 4                20   9  12;2   33   9    81   3 4              31  20   9  12;2   33   9    81   3 4              31  20   9  12
2   3   99    81   3 4              3  20   89  12;2   33   9    81   3 4           4    3  20   9  1;2   33   9    81   3 4           4    3  20   9  1
2   33   9    81   3 4          4   1 3  20   19  ; 224  35    0           8  8       5         77   ;2   33   9    81   3 4          4   1 3  20   19  
 22  35    0          8  8                77    6 ; 22  35    0              8 6     0         77    ; 22  35    0              8 6     0         77    
 22  35    0             8 6     0        77      ; 2  3    0  5       6    5          8   7 07   4 6; 22  35    0             8 6     0        77      
 2 3   7 0  5       6    5         8   7 07   4 6 ; 245  3    0  5     2   6              8   707   6; 2 3   7 0  5       6    5         8   7 07   4 6 
 25  3    0  5     2   6  4              707   6  ; 25  3    0 5       6         6     8     707   6 ; 25  3    0 5       6         6     8     707   6 
 25 0 3    0 5       6               8     707    ;  2  3    30 3   1        9  1     2    5   7 4   ; 25 0 3    0 5       6               8     707    
  2  3    0 3 8  1       9  1     2    5   7 4    ;2   3  8      4   1        1  0 5   1 6     4  9  ;  2  3    0 3 8  1       9  1     2    5   7 4    
2   3  8      4   1     4    1  5   1 6     4  9  ;2   3  8       4   1          1  5   1     6 4  89;2   3  8       4   1          1  5   1     6 4  89
2   3  8       4   1        81  5   1      4  9   ;2   3  8       4   1        1  5   1       4  99  ;2   3  8       4   1        81  5   1      4  9   
2   3         4   1         1  5    1       4   9 ;2    3                  11  44   7     1  0  248  ;2   3         4   1         1  5    1       4   9 
26    3           1        111  44   7    1  0  2 ;2    3                  2 1   2    8  5   8    88 ;2    3                  2 1   2    8  5   8    88 
2    3                 2 1   2    8  5   8    88  ;2   33    9    81    3 4                202   9  1;2   33    9    81    3 4                202   9  1
2   33    9    81    3 4                 20   9  1;2   353   9  1  81   3 4             31  20   9  1;2   33    9    81    3 4                 20   9  1
2    33   9    81   3 4              31  20   9  1;2   33   9    81   3 4            4    3  20  9  1;2   33   9    81   3 4            4    3  20  9  1
2   33   9    81   3 41           4    3  20   9  ;2   33   9    781   3 4           14   1 3  20   1;2   33   9    81   3 41           4    3  20   9  
2   33   9    81   3 4           4   1 73  20    1; 22  35    0 9             8 6     0          77  ;2   33   9    81   3 4           4   1 73  20    1
 22  35    0 8             8 6    0         77    ; 22  35    0  6           8 6     0        77     ; 22  35    0  6           8 6     0        77     
 22  35    0   7          8 56     0        77    ; 2 3   7 0  5       6    5         8   7 07  1 4 6; 22  35    0   7          8 56     0        77    
 2 3   7 0  5       6    5  3       8   7 07  4 6 ; 2  3    0 5       6         6     8     707   6  ; 2  3    0 5       6         6     8     707   6  
 25  3 8   0 5       6         6      8     707   ;25 0 3    0 5      6               8     707      ; 25  3 8   0 5       6         6      8     707   
 25 0 3    0 5       6                 8     707  ;  2 3   0 3 8  1       9  1     2    5   7 4      ; 25 0 3    0 5       6                 8     707  
  2  3    0 3 88  1       9  1     2    5   7 4   ;2   3  8       4   1          1  5   1     6 4   8;2   3  8       4   1          1  5   1     6 4   8
2   3  8       4   1          1  5   1   8  56 4  ;2   3  8       44   1        81  5   1      4  9  ;2   3  8       44   1        81  5   1      4  9  
2   3  8       4   1        81  5   1      4  9   ;27   3         4   1         1  5    1       4   9;2   3  8       4   1        81  5   1      4  9   
2   3         4   1         1  5    1       54  9 ;21    3                 2 1   2    8  5   8    88 ;2   3         4   1         1  5    1       54  9 
2    3                  2 1   2   8  5   8     88 ;2   33    9    81    3 4                2022   9  ;2   33    9    81    3 4                2022   9  
2   33    9    81    3 4                202   9  1;2   33    9 4   81    3 4                 20   9  ;2   33    9 4   81    3 4                 20   9  
   33    9    81    3 4                20   9  1  ;2   33   9    81   3 4     3        4    3 20  9  ;2   33   9    81   3 4     3        4    3 20  9  
2   33   9    812   3 4            4    3  20  9  ;2   33   9    81   3 41          4    3  20   9   ;2   33   9    81   3 41          4    3  20   9   
2   33   9     81   3 041           4     3  20   ;2   33   9     81   3 4    3       4   1 73  20   ;2   33   9     81   3 4    3       4   1 73  20   
2   33   9    81   3 4           4   1 73  20     ; 22  35    0  6        3   8 6     0        7     ;2   33   9    81   3 4           4   1 73  20     
 22  35    0  6           8 6     0    0  6  77   ; 22  35 3   0   7          8 56     0        77   ; 22  35 3   0   7          8 56     0        77   
 22  35    0   7          8 56     0       77     ; 2  3    0         6         6     8     707   6  ; 22  35    0   7          8 56     0       77     
 2  3    0  5       6         6     8     707   6 ; 25  3 8   50 5       6         6      8     707  ; 2  3    0  5       6         6     8     707   6 
 25  3 8   0 5       6      0   6       8     707 ; 25 0 3    0 5        6                 8     707 ; 25 0 3    0 5        6                 8     707 
 25 0 3    0 5       6               7  8     707 ;2   3  8       4   1          1  5   1     6 4  6 ; 25 0 3    0 5       6               7  8     707 
2   3  8       4   1           1  5   1     6 4   ;2   3  8       44   1       81   5   1      4  9  ;2   3  8       4   1           1  5   1     6 4   
2   3 8       44   1        81  5    1      4  9  ;2   3  8       4   1        81  5    1     4  9   ;2   3 8       44   1        81  5    1      4  9  
2   3  8       4  1        81  5   1      4  9    ;2   3         4   1         1   5    1  4     54  ;2   3  8       4  1        81  5   1      4  9    
2   3    3     4   1         1  5     1        54 ;2   33    9    81    3 4         3       2022   9 ;2   33    9    81    3 4         3       2022   9 
2   333    9    81    3 4                20922   9;2   33    9 4   81    3 4                 200   9 ;2   333    9    81    3 4                20922   9
2   33    9 4   81    3  4                120   9 ;2   33   9    81   3 4     3        4    3 20   9 ;2   33   9    81   3 4     3        4    3 20   9 
2   33   9    81   3 4     3       4    3 20  9   ;2   33   9    81   3 41          4    3  20    9  ;2   33   9    81   3 4     3       4    3 20  9   
2   33   9    801   3 41          4    33   20   9;2   033   9     81   3 4    3       4   1 73  20  ;2   033   9     81   3 4    3       4   1 73  20  
2   33   9     81   3 4    3      6 4   1 773  20 ;2   33   9    81   3 74           4   51 73  20   ;2   33   9     81   3 4    3      6 4   1 773  20 
2   33   9    81   3 4              1 73  20      ; 22  35 3   90   7          8 56     0        77  ;2   33   9    81   3 4              1 73  20      
 22  35 3   0   7          8 56     60        77  ; 22  35     0   7          8 56     0       77    ; 22  35 3   0   7          8 56     60        77  
 22  35    0   7           8  56     0       77   ; 2  3    0  5       6         6     8     707   6 ; 22  35    0   7           8  56     0       77   
 2  3    0  5        6          6     8     707  2; 25 0 3    0 5        6                 8     07  ; 25 0 3    0 5        6                 8     07  
 25 0 3     0 5   7     6                 8     70; 25 0 3    0 5       6               7  8     707 ; 25 0 3    0 5       6               7  8     707 
 25 0 3    0 50       6               7  8     670;2   3  8       4   1           1  5   1     6 49  ;2   3  8       4   1           1  5   1     6 49  
2   3  8       4   1           1  5   1    6 4    ;2   3 8       44    1        81  5   1      4  9  ;2   3  8       4   1           1  5   1    6 4    
2  7 39 8       44   1        81  5    1      4  9;2   3         4  1 1       81  5   1      4  9    ;2   3         4  1 1       81  5   1      4  9    
2   3  8       4  1        81     1      4  9    9;2   33 9   9    81    3 4         3       2022   9;2   33 9   9    81    3 4         3       2022   9
2   33    9    1    3 4         3      2022   9   ;2   333    9    81    3 4                20922    ;2   33    9    1    3 4         3      2022   9   
2   333    9     81    3 4 9               20922  ;2   33   9    81   3 4     3     8   4    3 20   9;2   33   9    81   3 4     3     8   4    3 20   9
2   933   9    81   3 4     3        4    3 250   ;2  33   9    81   3 4     3       4    3 20  9 6  ;2  33   9    81   3 4     3       4    3 20  9 6  
2   33   9    81   3 4     3 1    8  4    3 20  9 ;2   033   9     81   33 4    3       4   1 73  20 ;2   033   9     81   33 4    3       4   1 73  20 
2   033   9      81   3 4    3       4   1 73  20 ;2   33    9     81   3 4    3      6 4   1 773  27;2   033   9      81   3 4    3       4   1 73  20 
02   33   9     81   3 4    3      6 4   1 773  20;2   33   9    81   3 4  1           1 73  20      ;02   33   9     81   3 4    3      6 4   1 773  20
2  33   9    81   3 4              1 73  20       ; 222  35 3   0   7          8 56     60        77 ;2  33   9    81   3 4              1 73  20       
 22  35 3 8  0   7          8 56     60        77 ; 22  35      74           8  56     0       77    ; 22  35      74           8  56     0       77    
 22  35    0   7           8  56     0       77   ; 2 0 3    0 5        6                 8     07   ; 22  35    0   7           8  56     0       77   
 25 0 3    0 5   7     6                 8     07 ; 25 0 32    0 5       6               7  8     707; 25 0 3    0 5   7     6                 8     07 
 25 0 3    0 5       6               7  8     707 ;2   3  8       4   1       2     1  5   1     6 49; 25 0 3    0 5       6               7  8     707 
2   3  8        4   1           1  5   1     6 49 ;2   3  8   7    4   1           1  5   1    6 4   ;2   3  8   7    4   1           1  5   1    6 4   
2   3  8       4   1           1  5   1    6 4  6 ;2   3         4  1 1       81  5   1      4       ;2   3         4  1 1       81  5   1      4       
2   3         4  1 1       81  5   1       4  92  ;2   33 9   9    81    3 4         3       2022   9;2   33 9   9    81    3 4         3       2022   9
2   33 9   9    81    3 4         3       2022   9;2   33    9    1    3 4         3      2022   59  ;2   33 9   9    81    3 4         3       2022   9
2  33    9    1    3 4         93      2022   9   ;2   33   9    81   3 4     3 7    8   4    3 20   ;2   33   9    81   3 4     3 7    8   4    3 20   
2   33   9    81  2 3 4     3     8   4    3  20  ;2  33   9    81   3 4     3       4    3 220  9 6 ;2   33   9    81  2 3 4     3     8   4    3  20  
2  343   9    81   3 4     3    5   4    3 20  9 6;2   033   9     81   833 4    3       4   1 73 20 ;2   033   9     81   833 4    3       4   1 73 20 
2   033   9     81   33 4    3       4   1 73  20 ;2   033   9       81   3 4    3       4   11 763  ;2   033   9     81   33 4    3       4   1 73  20 
2   033   9      81   3 4    43       4   1 73  20;02   33   9     81   3 4    73      6 4   1 7783  ;02   33   9     81   3 4    73      6 4   1 7783  
02   33   9     81    3 4    3      66 4    773  2;2  33   9    81   3 4               1 73  20      ;02   33   9     81    3 4    3      66 4    773  2
2  33   9    81   3 4               1 73  20      ; 22  35      74           8  56  8   0       77   ; 22  35      74           8  56  8   0       77   
 22  35      74            8  56     0       77   ; 22  35    0   7           8  56     0    7   77  ; 22  35      74            8  56     0       77   
 22  35    0             8  56     0       77     ; 25 0 3    0 5   7     6                 8      07; 25 0 3    0 5   7     6                 8      07
 25 0 3    0 45   7      6                 8     0; 25 0 3    0 5     0   6               7  8     70; 25 0 3    0 5     0   6               7  8     70
 25 0 03    0 5       6               7 8     7207;2   3 8   7    4   1           1  05   1    6 4   ; 25 0 03    0 5       6               7 8     7207
2   3  8   7    4   1           1  5   1    6 4   ;2   3         4   1 1       81  5   1      4      ;2   3  8   7    4   1           1  5   1    6 4   
26   3         4  1 1       81  5   1     4       ;2   33 9   9 3   81    3 4         3       202   9;26   3         4  1 1       81  5   1     4       
2   3 9   9    81    3 4         3       2022   9 ;2   33 9   9    81    3 4         39       2022   ;2   33 9   9    81    3 4         39       2022   
2   33 9   9    81    3 4         3       2022   9;2   33  9    81   3 4     3 7       4    3 20     ;2   33 9   9    81    3 4         3       2022   9
2   33   9 4   81   3 4     3 7    8   4    3 20  ;2   33   9    1  2 3 4     3     8   4    3  20 4 ;2   33   9 4   81   3 4     3 7    8   4    3 20  
2   33   9   81  2 3 4    3     8   4    3  20    ;2   033   9     81   833 4    3       4   11 73 20;2   033   9     81   833 4    3       4   11 73 20
2   033 7  9     81   833 4    3       4   1 73 20;2   033   9     81   33 4    3       4   1 73  20 ;2   033   9     81   33 4    3       4   1 73  20 
2   033   9     81   33 4    3       4  1 73  20  ;02   33   9     81   3 4    73      6 4     7783  ;02   33   9     81   3 4    73      6 4     7783  
02  33   9     81   3 4    73      6 4   1 78     ;02   33   9     81    3 4    3      66 4    773  2;02   33   9     81    3 4    3      66 4    773  2
02   33   9     81    3 4    3 2      66 4    773 ; 22  35     74           68  56  81   0       77  ;02   33   9     81    3 4    3 2      66 4    773 
22  35     74           8  56  8   0       77     ; 22  35      74            8  56  8   0       77  ;22  35     74           8  56  8   0       77     
 22  35      74            8  56   8  0       77  ; 25 0 3    0 5   7   1 6                 8      07; 25 0 3    0 5   7   1 6                 8      07
 25 0 53    0 5   7     6                 8      0;4 25 0 3    0 5     0   6               7  8     7;4 25 0 3    0 5     0   6               7  8     7
 25 0 3    0 5    0   6              7  8     70  ; 25 0 03    0 5       6               7 18     720; 25 0 3    0 5    0   6              7  8     70  
 25 0 03    0 5  3     6              7 8     7207;2   3  8   7    74   1           1  5   1    6 4  ; 25 0 03    0 5  3     6              7 8     7207
2   3  8  7    4   1           1  5   1    6 4    ;26   3 6        4  1  1       81  5   1     4     ;2   3  8  7    4   1           1  5   1    6 4    
26   3         4  1 1       81  5   1     4       ;2   33 9   9    81    3 4         39       2022   ;2   33 9   9    81    3 4         39       2022   
2   33 9   9    81    3 4         39       222    ;2   33 9   9    81    3 4         3       2022   9;2   33 9   9    81    3 4         3       2022   9
2   33 9   9    81    3 4 7         3       2022  ;2   33   9 4   81   3 4     3 7    8   4     3 20 ;2   33 9   9    81    3 4 7         3       2022  
2   33   9 4   81   3 4     3 7    8   4    3 20  ;2   033   9     81   833 4    3   5     4   11 73 ;2   33   9 4   81   3 4     3 7    8   4    3 20  
2   3033   9     81   833 4    3       4 8  11 73 ;2   033   9   2  081   33 4    3       4   1 73  2;2   3033   9     81   833 4    3       4 8  11 73 
2   033   9      81   33 4    3   8    4   1 73  2;02   533   9     81   3 4    73      6 4     7783 ;02   533   9     81   3 4    73      6 4     7783 
02   33   69      81   3 4    73      6 4     7783;02   33   9     81    3 4    3      66 4    7733  ;02   33   9     81    3 4    3      66 4    7733  
072   33   9     81    3     3      66 4    773  2;02   33   9     81     3 4    3 2     4 66 4    77;02   33   9     81     3 4    3 2     4 66 4    77
02   33   9     81    33 4    3 2  6    66 4    77;22  35     74           8 9 56  8   0      77     ;02   33   9     81    33 4    3 2  6    66 4    77
22  35     74            8  56   8   0       77   ; 25 0 3    0 5   75   1 6                 8      0; 25 0 3    0 5   75   1 6                 8      0
 25 0 3   1 0 5   7   1 6                 8      0;4 25 0 3    0 5     0   66                7  8    ; 25 0 3   1 0 5   7   1 6                 8      0
4 25 0 3   0 5     0   6               7  8     7 ; 253 0 3    0 5    0   6              7  8     70 ;4 25 0 3   0 5     0   6               7  8     7 
 25 0 3    0 5    0   6              7   8     70 ; 25 0 03    0 5  3  0   6              7 8  7   72; 25 0 03    0 5  3  0   6              7 8  7   72
 25 0 03    0 5  3     6              7 8     7207;2   3  8  7    4   1           1  5   1    96 4   ; 25 0 03    0 5  3     6              7 8     7207
2   3  8  7    4   1           1  5   1    6 4    ;2   33 9    9    81     3 4         39       2022 ;2   33 9    9    81     3 4         39       2022 
2   33 9   941    81    3 4        39       2022  ;2   33 9   9    81    3 4         3       2022   9;2   33 9   941    81    3 4        39       2022  
2   33 9   9    81  0  3 4         32       2022  ;2   33 9   9    81    3 4 7         3       92022 ;2   33 9   9    81  0  3 4         32       2022  
2   33    9    81    3 4 7         34       2022  ;2   33   9 4   81   3 4     3 7     8   4    3 20 ;2   33    9    81    3 4 7         34       2022  
 2   33   9 4   81   34     3 7    8   4    3 20  ;2   30333   9     81   833 4    3       4 8  11 73; 2   33   9 4   81   34     3 7    8   4    3 20  
2   3033   9     81   8393 4    3       4 8  11 73;02   533   9     81   3 4    73      6 4     7783 ;02   533   9     81   3 4    73      6 4     7783 
02   533   9     81   3 49    73      6 4     7878;002   33   9     81    3 4    3      66 4    7733 ;002   33   9     81    3 4    3      66 4    7733 
02   33   9     81    3 4    3       66 4    7733 ;02   33   9     81     3 4    3  2   3  4 6 4    7;02   33   9     81    3 4    3       66 4    7733 
02   33   9     81     3 4    3 2     4 66 4    77;02   373   9     81    33 4    3 2  6    66 4    7;02   33   9     81     3 4    3 2     4 66 4    77
02   33   9     81    333 4    3 2  6    66 4    7; 5 0 3    0 5   75   1 6   6              8      0;02   33   9     81    333 4    3 2  6    66 4    7
 25 0 3    0  5   75   1 6                 8      ;  25 0 3   1 0 5      1 6                 8      0; 25 0 3    0  5   75   1 6                 8      
 25 0 3   1 0 5   7   1 6                 8      0;4 25 0 3   0 5     0   56               7  8     7; 25 0 3   1 0 5   7   1 6                 8      0
4 25 0 3   0 5    0   6           3   7  8     7  ; 25 0 03    0 5  3  0    6              7 8  7   7; 25 0 03    0 5  3  0    6              7 8  7   7
 25 70 03    0 5  3  0   6              78  7   72; 25 0 03    20 5  3     6              7 8    7 72; 25 0 03    20 5  3     6              7 8    7 72
 25 0 03    0 5  3     6               7 8     720;2   33 9    9    81     3 4         39       2022 ; 25 0 03    0 5  3     6               7 8     720
2   33 9    9   818     3 4         39       2022 ;2   733 9   941    81 1   3 4        39       2022;2   33 9    9   818     3 4         39       2022 
26   33 9   941    81    35 4        39       2022;2   33 9   9    81  0  3 4         32       2022  ;2   33 9   9    81  0  3 4         32       2022  
2   33 9   9    81  0  3 4         327       2022 ;2   33    9    81   3 4 7         34       2022   ;2   33 9   9    81  0  3 4         327       2022 
2   33    9    81    3 4 7         34       2022  ; 2   337   9 4   81   34     3 7    8   4  2  3 20;2   33    9    81    3 4 7         34       2022  
 2   33   9 4   81 3  34     3 7    8   4     3 20;02   533   9     81   3 4     73      6 4     7783;02   533   9     81   3 4     73      6 4     7783
02   533   9     81  3 4    73      6 4     778   ;002   33   9     81    3 4    3      66 4    7733 ;02   533   9     81  3 4    73      6 4     778   
002   33   9      1    3 4    3      66 4    7733 ;02   33   9    81    3 4   5 3       66 4    7733 ;002   33   9      1    3 4    3      66 4    7733 
02   33   9     81    3 4    3       668 4    7733;02   33   9     81      3 4    93 2     4 66 4    ;02   33   9     81    3 4    3       668 4    7733
02   33   9     81     3 4    3 27     4 66 84    ;02   33   9     81    333 4    3 2  6    66 4   7 ;02   33   9     81     3 4    3 27     4 66 84    
02   33   9     81    3339 4    3 2  6    66 4    ; 25 0 3    0  5   75   1 6                  8     ;02   33   9     81    3339 4    3 2  6    66 4    
 25 0 3    0  5   75   1 6                 8     3; 25 0 3   1 0 5   71   1 6           4     8      ; 25 0 3    0  5   75   1 6                 8     3
 25 0 3   1 0 5   7   1 6                 8       ; 25 0 03    0 5  03  0    6  6            74 8  7 ;DRAW - timeout
 25 0 3   1 0 5   7   1  6                 8     0; 25 0 03    0 5  3  0    6     2         7 8  7   ; 25 0 03    0 5  3  0    6     2         7 8  7   
 25 90 03    0 5  3  0    6         9     7 8  7  ; 25 0 03 9  2 5  3     6              7 8    7 72 ; 25 90 03    0 5  3  0    6         9     7 8  7  
 25 0 03 8   20 5  3     6              7 8    7 7;0 25 0 03    0 5  3      6               7 8     3; 25 0 03 8   20 5  3     6              7 8    7 7
 25 0 03    0 5  3     6              7 8     720 ;2   33 9    9   818     3 4          39       2022; 25 0 03    0 5  3     6              7 8     720 
2   33 9    9   818     3 4          369       202;2   33 9   9    81  0  3 4         32        2022 ;2   33 9    9   818     3 4          369       202
2   33 9   9    8 1  0  3 4         32       2022 ;2   33 9   9    81  0  3 4         327       2022 ;2   33 9   9    8 1  0  3 4         32       2022 
2   33 9   9    81  0  3 4         327       2022 ;2   33    69    481    3 4 7         34   7    202;2   33 9   9    81  0  3 4         327       2022 
2   33    9    819    3 4 37         34       2022;02   533   9     81   3  4     73      6 4    7 77;02   533   9     81   3  4     73      6 4    7 77
022   533   9     81   3 4     73      6 4     778;02   533   9    81  3 43   73      6 4     778    ;02   533   9    81  3 43   73      6 4     778    
02   533   9     81  3 48   73      6 4     778   ;002   33   9      11    3 4    3      66 4    7733;002   33   9      11    3 4    3      66 4    7733
002   33   9      1    3 4    3 3     66 4    7733;02   33   9     81    3 4    3       7668 4    773;DRAW - EveryoneDied
002   33   9      1    3 4    3      66 4    77333;02   33   9     81    3 4    3   1   668 4    7733;DRAW - EveryoneDied
002  0 33   9      1    3 4    3  0    66 4    773;02   33   9     81    3 94    3       668 4    773;02   33   9     81    3 94    3       668 4    773
402   33   9    2 81    3 4    3       668 4    77;02   33   9 4    81     3 4    3 27     4 66 84   ;02   33   9 4    81     3 4    3 27     4 66 84   
02   33   9     81     3 4    3 27     4 866 874  ;02  33   9     81    3339 4    3 2  6    66 48    ;02   33   9     81     3 4    3 27     4 866 874  
02   33   9     81    33399 4    3 2  6    66 4   ; 25 0 3      5   75    6                 8     3  ;02   33   9     81    33399 4    3 2  6    66 4   
 25 0 3    0  5    75   1 6                 8     ; 25 0 03    0 5  3  0    6     2         7 8 7    ; 25 0 03    0 5  3  0    6     2         7 8 7    
 25 0 03  0  0 5  3  0    6     2         7 8  7  ; 25 90 03    0 5 2 3  0    6         9     7 8   7; 25 0 03  0  0 5  3  0    6     2         7 8  7  
 25 90 03    0 5  3  0    6         9     7 8  7  ; 25 0 053 8   20 5  3                   7 8     7 ; 25 0 053 8   20 5  3                   7 8     7 
 25 0 03 8   20 5  3     6            7 8   7 7   ; 25 0 03    0 5  3     6              7 84     572; 25 0 03    0 5  3     6              7 84     572
 25 0 03    0 25  3     6              7 8      72;2   33 9    9   818     3 04          369       20; 25 0 03    0 25  3     6              7 8      72
2   33 9    9   818      3 4          369       20;   33 9   9    8 1  0  3 4        32       2022   ;   33 9   9    8 1  0  3 4        32       2022   
2   33 9 9  9    8 1  0  3 4         32       2022;2   33 9   9    81  0  3 4        327       202   ;2   33 9 9  9    8 1  0  3 4         32       2022
2   33 9   9    81  0  3 4         327       2022 ;02   533   9     81   3  4     73      6 4    7 77;02   533   9     81   3  4     73      6 4    7 77
02   533   9     81   3  4     73     6 4 2   7 77;02   533   9    81   3 43   73      6 4     778   ;02   533   9     81   3  4     73     6 4 2   7 77
02   533   0    81  3 43   73      6 4     778    ;002   3   9      11    3 4    3      66 4    7733 ;02   533   0    81  3 43   73      6 4     778    
002  33   9      11    3 4    3      66 4    7733 ;02   33   9     81    3 94     3       6684    773;02   33   9     81    3 94     3       6684    773
028   33   9     8 1    3 94    3       668 4    7;029   33   9 4    81     3 4    3 27     4 66 84  ;028   33   9     8 1    3 94    3       668 4    7
02   33   9 4    81     3 4    3 27     4 66 84   ;02   33   9     81     23 4    3 27     4 866 874 ;02   33   9 4    81     3 4    3 27     4 66 84   
02   33   9     881      3 4    3 27     4 866 874;02   33   9     81    333399 4    3 2  6    66 4  ;02   33   9     81    333399 4    3 2  6    66 4  
02   33   9     481    33399 4    3 2  6    66 4  ; 257 0 03    0 5  3  0   3 6     2         7 8 7  ; 257 0 03    0 5  3  0   3 6     2         7 8 7  
 257 0 03    0 5  3  0   6     2         7 8 7    ; 25 0 03  0  0 5  3  0  3  6     2         7 8  7 ; 25 0 03  0  0 5  3  0  3  6     2         7 8  7 
 25 0 03  0  0 5  3  0    6     2         7 8  7  ; 25 0053 8   20 5  3                   7 8     7  ;DRAW - timeout
 25 0 03  0  0 5  3  0    6     2         7 82  7 ; 25 0 0538   20 5  3         0          7 8     7 ;DRAW - timeout
